"OBJECTID,N,10,0","ID,N,10,0","ADDRESS,C,80","TERMINAL_N,C,80","LATITUDE,N,24,15","LONGITUDE,N,24,15","INSTALLED,C,80","LOCKED,C,80","INSTALL_DA,C,80","REMOVAL_DA,C,80","TEMPORARY_,C,80","NUMBER_OF_,N,10,0","NUMBER_O_1,N,10,0","X,N,24,15","Y,N,24,15","SE_ANNO_CA,C,80"
74321446,329,Iwo Jima Memorial/N Meade & 14th St N,31077,38.88992,-77.071301,YES,NO,1969-12-31T20:00:00.000Z,,NO,15,3,393814.20236548,135788.75739915,
74321447,330,34th & Water St NW,31314,38.903582,-77.067786,YES,NO,1969-12-31T20:00:00.000Z,,NO,12,7,394120.27618591,137305.11530957,
74321448,331,Duke St & John Carlyle St,31081,38.804378,-77.060866,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,5,394713.17102609,126292.34142583,
74321449,332,Lee Hwy & N Cleveland St,31079,38.894941,-77.09169,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,4,392045.89232185,136347.70672975,
74321450,333,Arlington Blvd & S George Mason Dr/NFATC,31078,38.869442,-77.104503,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,4,390931.12467668,133518.31847561,
74321451,334,MLK Library/9th & G St NW,31274,38.898404,-77.024281,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,17,397893.72512203,136728.4128293,
74321452,335,Lee Hwy & N Scott St,31080,38.897612,-77.080851,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,8,392986.43793208,136643.32022975,
74321453,336,New Hampshire Ave & 24th St NW,31275,38.901755,-77.051084,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,6,395568.88566438,137101.36038208,
74321454,337,Eisenhower Ave & Mill Race Ln,31082,38.801111,-77.068952,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,5,394010.54617838,125930.1835293,
74321455,338,Potomac Greens Dr & Slaters Ln,31083,38.82175,-77.047494,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,4,395875.6679074,128220.0552696,
74321456,339,Ballenger Ave & Dulaney St,31084,38.802677,-77.063562,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,10,394478.86466732,126103.67942378,
74321457,340,Mount Vernon Ave & E Nelson Ave,31085,38.820064,-77.057619,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,7,394996.30487652,128033.40446264,
74321458,341,Mount Vernon Ave & E Del Ray Ave,31086,38.82595,-77.058541,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,4,394916.65642773,128686.84003154,
74321459,342,Monroe Ave & Leslie Ave,31087,38.820932,-77.053096,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,5,395389.14299363,128129.51994126,
74321460,343,Mount Vernon Ave & Kennedy St,31088,38.833077,-77.059821,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,3,394806.02748043,129478.05665833,
74321461,344,Court House Metro / 15th & N Uhle St,31089,38.890612,-77.084801,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,18,392643.06650429,135866.57615407,
74321462,345,Washington Adventist U / Flower Ave & Division St,32049,38.986743,-77.000035,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,10,399996.96765659,146534.54829125,
74321463,346,6th & S Ball St,31090,38.864702,-77.048672,YES,NO,1969-12-31T20:00:00.000Z,,NO,13,2,395775.91368285,132988.07874506,
74321464,347,McKinley St & Connecticut Ave NW,31315,38.96497,-77.075946,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,11,393418.1513114,144120.27361911,
74321465,348,15th & L St NW,31276,38.90381,-77.034931,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,14,396970.11197109,137328.82185266,
74321466,349,17th & G St NW,31277,38.89841,-77.039624,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,26,396562.78460078,136729.54472867,
74321467,351,18th & R St NW,31278,38.912648,-77.041834,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,17,396371.80070351,138310.16380231,
74321468,353,Union Market/6th St & Neal Pl NE,31517,38.908008,-76.996985,YES,NO,1969-12-31T20:00:00.000Z,,NO,13,8,400261.5033925,137794.25863345,
74321469,356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,YES,NO,1969-12-31T20:00:00.000Z,,NO,12,3,391574.02398088,136396.59421225,
74321470,357,19th & G St NW,31279,38.898412,-77.043182,YES,NO,1969-12-31T20:00:00.000Z,,NO,13,8,396254.14318763,136729.90672594,
74321471,364,Army Navy Dr & S Nash St,31095,38.862467,-77.068242,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,394077.31113834,132741.06505583,
74321472,367,11th & S St NW,31280,38.913761,-77.027025,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,17,397656.19931508,138433.23161638,
